"text","emotion","polarity"
"e went to bbt for a small business loan and have spent four months with absolutely zero progress to show for it after the presentation of our business plan we have been through countless useless rounds wasting both their time and ours as followsbbt thanks thats everything well need us later ummmmso hows it going bbt we need some additional information us some of our repetitive standard responses thats on page one of our financial analysisya cant miss it we have given you that alreadyheres another copy heres what we have already given you stated differently rinse and repeat the abovebbt proved to not only be abjectly incompetent but downright abusive near the end of our patience with their senseless no end in sight process not to mention that they seemingly had garnered zero clues regarding what our new business was about nor did they express any interest in learning anything along the way within two days after we realized what a complete waste of time bbt is we looked elsewhere and are nearly ready to get the show on the road seriously several other lenders have already jumped on this and are enthusiastically soliciting our business the funny part is that as a result of this debacle bbt will lose some business with both the city and county in which we are setting up as well as probably hundreds of millions in business from our business guy partner from a neighboring state he was considering trying bbt as an alternative to ge capital but realized that he could not afford to go down to the bbt business bush league i am not alone urging all to avoid this place at all costsdont even drive near it if possiblesome of the stupid might rub offview moreadsbygooglewindowadsbygooglepushparams googleadchannel googleadclient capubgoogleadtype textgoogleoverrideformat truegooglecolorlink bagooglecolortext googlecolorbg fffgooglecolorurl","joy","negative"
"i opened a business account with bbt when using my account debit card i would always check my account balance prior to making a purchase on many occasions my available account balance would read a safe enough balance for me to make a purchase after making the purchase i would get a notice from bbt about my account aboutweek later stating that i have incurred overdraft fees for the particular purchase how when i checked my balance prior to the purchase and there were no outstanding charges pending i was told by the bbt representative that the available balance provided to me by their bank bbt is not the actual balance even though it says it is the available balance i was told by the representatives to not worry about the overdraft because bbt had set up another account for me unknown to me in the amount ofto cover my overdrafts and feesat the time that i had a balance ofin my account the overdraft fees collected against my account amounted toin amonth period where my actual purchases amounted toand my account balance consistently had access funds when i received the overdraft notices i had double the amount of funds available in my account clearly i had been set up by this bank and i closed my account immediately their practices are most deceptive bbt set up these situations to create overdraft events so that they can drum up additional fees from the customers account be awareview moreadsbygooglewindowadsbygooglepushparams googleadchannel googleadclient capubgoogleadtype textgoogleoverrideformat truegooglecolorlink bagooglecolortext googlecolorbg fffgooglecolorurl","joy","neutral"
"i checked my balance as i do every morning and seenmissing i called theand no answer after holding forminutes so i called a branch and the lady just cut me off mid sentence saying they are aware of the problem and are working on it it should be fixed by end of day well it has not they didnt even post anything on the website until late afternoon about it no answers about it nothing just saying they are working on it do they not know how many people this has affected we have bills to pay mouths to feed worse excuse for a bank ive ever seenadsbygooglewindowadsbygooglepushparams googleadchannel googleadclient capubgoogleadtype textgoogleoverrideformat truegooglecolorlink bagooglecolortext googlecolorbg fffgooglecolorurl","unknown","negative"
"do not bank with bbt my debit card declined on me today go to the bank to find out why because i know what was there and they say oh there was a processing error last night and it charged everyone double due to a new system their using plus processing feeseveryones account was affected but were sorry for the inconvenience and you should get your money back when oh were not surea day or two i am livid","sadness","negative"
"i was a customer of bankatlantic bbt bought bankatlantic aroundyears ago i had signed on the branch where i opened my account that i did not want to have overdraft protection all these years i was under the impression that if my account did not have sufficient funds the transactions were going to be declined i was charged recentlyfor overdraft charges the first thing i did was call customer service they said that they cant do anything that i would have to go in person to the branch on the following day i went in person to the branch the bbt representative said that he couldnt do anything and gave the number of his supervisorcelina on the following day called the supervisor celina she explained me that at some point ini change my option of overdraft protection on a atm machine i have never heard that something like that is asked on a atm machine she said that she couldnt do anything and that she was going to escalate the complaintlol two days later received a call from tanyasame thing i changed the overdraft protection over an atm and also that in octoberi had an overdraft courtesy and that kind of courtesy is only given once every two years excuses excuses and excuses this bank is a piece ofi even have a credit union inside the hospital i work for goodbye mickey mouse bank i will taking my business somewhere elseview more","joy","positive"
"this bank is the worse bank i have ever had to deal with it is with great pleasure that i will be closing this account today my issues with them first started when i first opened the account i depositedin cash into the atm i check my account the next day at the close of business and my money is not there i call theand was told they put a day hold on my yes cash deposit smh since then its been issue after issue and every time you have to call these idiots about the issues generated by them they charge youi have called and get hung up on in the middle of a transfer and still get charged afee for them hanging up on me now thats customer servicenot in my opinion this is a fee driven bank they will manipulate transactions so that they can charge as many fees as possible i personally will not and would not recommend them to my worse enemy i gave one star because i had to in my opinion they dont even deserve thatview more","joy","negative"
"i have a bbt credit card but closed both of my bbt bank accounts when i moved so i cannot pay online i can pay over the phone but there is a charge my bill is due today and im trying to pay it but cant use their automated system for some reason when the phone system forwards me to a representative i am told that i have to call back during business hours this means tomorrow morning my payment is due today which means that i will get a late fee if i wait until tomorrow yes i know that paying it earlier will alleviate these issues i have never had such a hard time trying to pay a credit card bill when i spoke to a representative about this he gave me attitude about why i waited so long to pay unbelievable lack of customer service absolutely inexcusable on all counts though i forgot to mention that i can go into a branch to pay because thats convenient sarcasm fontview more","joy","negative"
"i went to my nearest bank in summersville after my card had been stolen the person there said they couldnt help me because they didnt usually work there i had no way to block my card or get a temporary i was so upset with the customer service they acted like they didnt have time for me or like they were interested in helping me","joy","negative"
"i originally got a bad check from lancaster tours for a trip that was canceled to savannah sc they supposedly had a probable and opened up a new acct at bbt i took it to bbt and they were going to charge meto cash it the check was a bbt","joy","negative"
"i was told that i was lying about a transaction that posted but yet i see clearly in my text alerts from bbt banking where the amount posted seems like i lost my money to this bank debating on closing account with this bank and opening a new account with different banking company","joy","negative"
"my father passed away dec st his social security check went in his account on the rd i called social security about it they said it was his to keep the bank reversed his check to social securitythe th social security got it the th of dec this put his account in the redand they want to charge anotherbecause it has been neg for overdays they call me every morning atam with a recorded message to make a deposit for the neg amount social security said since it did come back to the treasury it would be split between theliving children they would geteach they should not have done this and if social security splits this check the bank should not want me to give them more than i get from ss i did not tell them to do this and they said if i dont make this deposit they will take it from mine and my husbands acct","joy","negative"
"hen using online banking for bill pay bbt removes your funds a month before you selected the payment and keeps the funds in their own account they do this only if you have plenty of funds so that you dont notice a critically low balance this is illegal and against federal law if you choose an automatic payment to a payee to be made the second week of february they will remove the funds into their own account the previous january before sending it to the payee in february that is all kinds of illegalbbt gets to keep the interest made on those funds instead of the customer that owns that money","joy","neutral"
"have good credit and no debts except student loan my preapproval was quick and easy and i asked about anything i thought would be a red flag i am selfemployed i have student loans when i asked about my student loan balance they told me that my monthly payments not the balance would count with that information i decided to pursue a mortgage now i am three months into a process and it has been a nightmare my loan officer repeatedly asks for the same documents over and over they ask for documents that do not exist for example how i am supposed to get a letter from the student loan company saying my payments which are based on income will not change foryears you cant they only recertify once a year and they are not about to write a letter predicting this informationmy loan officer has gone on vacation twice stalling the process there have been multiple errors on the loan officers part that needed to be corrected which inevitably the loan officer never accepts blame for at all at this point i have have frivolous request after frivolous request for information that often the loan officer has and it looks like the loan will not be approved i feel that if the loan officer had done her job from the beginning i would not be in this mess instead she did not and now it has cost me money and my home primarily because my mortgage file has been botched from the beginning in many ways however i feel like i am dodging a bullet with customer service this bad having a mortgage with this company would have likely cost me more in the endview more","joy","negative"
"accused me of fraud after my computer was hacked threatened to press charges unless i paid the balance intodays this is extortion as far as i am concerned","unknown","negative"
"if you want your money stolen open an account with these criminals they take your hard earned money and arent remorseful they hold your money for days so that they can muster up false overdraft and returned check fees that will consume most of your paycheck this bank goes to lengths to charge you angry is an understatement to the way i feel toward this bank i only switched to this bank as a favor for my second job i wish i never opened my account with this bank but as soon as i empty my account i will be closing it they have robbed me out of soo much money absolutely hate bbt","joy","negative"
"i am not one to complain and fori might be one of many who just lets it go however i think this one put me over the edge i had a loan at wells fargo that was satisfied and i overpaid byof which i was sent a refund check oni deposited the check into my account at bbt oni got received a notice along with a photocopy of check from bbt charging meun locate account i called bankbbt and was told that the account at wells fargo was not a real account i therefore was charged a processing fee for making that bogus deposit i was confused and conducted my own research and spoke to a customer representative at the consumer loan division of wells fargo who was helpful and confirmed that the check was legitimate and confirmed the exact checkthat was issued to me i called bbt and provided the aforementioned information to the representative and was informed that they would not run nor verify the check again and would refused to provide me with the original wells fargo check and refused to check and determine if they made an error on the accountregarding thefee for acheck i find it pathetic and disgusting that a major banking institution will hold a harmless check hostage that provides evidence of their error essentially stealing from me with zero mediation other than a customer representative reading from a card file i would note that wells fargo offered to issue another check to me however my fear is that if i spoke to someone with common sense at bbt ran the check again i would be charged anotherfor uttering a cancelled check i am sick of being bullied by institutions who get away with hurting people and have absolute impunityview more","sadness","negative"
"his is the most difficult bank to deal with that i had the misfortune of dealing with they are unyielding they make mistakes and do not correct them for instance they issued me a new atmvisa card that their own bank atm machines will not read i requested that they take the old card and remake the card with the same number so that i do not have to go to all the vendors that have my card number on file they refused to reissue the same card number and as a result i now have a card that cannot be read by most merchants including the bbt bank i am also thinking about taking my mortgage and changing it to another more human bank i would also point out that the customer service that they provide is the worst customer service in the world ms cristinashould not be representing the bank or work in the customer counter","unknown","negative"
"e had overin hail damage to our home we were forced by bbt to send the money to them and now they still owe our contractors a goodand owe usthey keep asking for documents over and over and over again saying that they havent received them next step will be to contact an attorney i am totally pissed off i know that they have a stake in the house and i accept that but the services were done and our contractor needs to be paid and they dont pay the insurance bill we do","anger","neutral"
"we sold our home and my husband put overthousand dollars in our savings account and not evenmonths later bbt has drained our savings account for our company account overdrafts i never gave them permission to touch my savings that was to be used to buy another home they have been manipulating our company account just to steal all of our savings in fees im really upset to find out the day before thanksgiving that we have no saving anymore i feel totally robbed","unknown","negative"
"i was charge adollar fee forcup of coffee which i drank at am that morning pm that afternoon i check my balance and bbt took their maintenance fee i knew my account was low this is why i only purchase a coffee bbt said they took the fee first then i purchase the coffee which led to an overdraft fee i knew something was not right if i wanted an overdraft fee i would have taken outnoti was upset at this but i did not say anything i went online and made sure i stopped the overdraft fee and signed up for low account alerts ill let them have this one but it will not happen again i read a lot of the complaints here and i agree with all of you i plan to only keep low amounts of money at this bank for now on and i wait till my direct deposit at the minute it hits the bank and take out most of my check my check is only in that bank forminute till i get it i had better service with walmart debit cards","sadness","negative"
"i have the same issue as julie of bonita springs fl on novbbt admittedly processes debits before credits so they can charge excessive fees this is simply wrongunfair to consumers i agree that we need to get the federal govtstate of va to stop this practice by bbt","joy","negative"
"i knew i had a low amount in my spending account not enough to cover mygyms i use so at pm the night prior i go and depositcash into the atm well beyond the amount needed to pay for the gyms it was my knowledge that cash is a immediate deposit checks however can take up to a business day and i understand that i log onto my account at am normally when i see everything that has went through for the day well instead of taking the immediate cash they first charge the gyms then conveniently chargein overdraft fees finally after that they allow thedeposit to go through so i wake up to abalance so upon calling their customer servicethey state that after a pm deposit it will take up to a full business day for that cash to clear im done with this bank i will be going into the branch clearing my account closing my account and researching a bank that has better practices","joy","neutral"
"i have a home loan with bbt had some hail damage to the roof and siding of my house got the insurance check with no problem bbt requested the check be sent to them stated they would send me a complete packet for the contractors to make the repairs i received the packet which only hadof the neccessary paperwork needed contractor made the repairs which were completed on septbbt stated they were missing required documents from the packet which they never sent to me after obtaining the new documents got those faxed apparently one form could not be read so it was refaxed then they call and stated they needed another form got it and faxed it it also was unreadable faxed it again then they stated a number was cut off during the fax process refaxed them the number again then they stated a block on the contractors w was not checked refaxed it again after ensuring the block was checked waited for the return of my insurance check its now nov thand still no check called bbt they stated the contractors w form was out of date and they needed an updated form before releasing the funds then explained that the remaining funds would go to a loss escrow account ummmmm forgive me if im wrong but it was my insurance check that i have been paying shouldnt the rest of the funds be returned to me instead of bbt holding it making interest that should be my own never never never will i ever go with such a poorly managed and customer unfriendly business again currently in the process of refinancing my home and fully intend on putting my money to another lenderany other lender i have heard from many many different people not to ever go with bbt because of similar issues how does a company like this even stay in business unless its because they take advantage of unsuspecting new clients like myself who doesnt know any better so thank you bbt for much of my wasted time frustration and loss of confidence in your company i look forward to refinancing soon and doing business with someone elseview more","joy","negative"
"ini created a company llc in north carolina since i lived close to bbt i opened an account in the business name i was the sole owner of the llc and have the articles of corporation documents to prove it ini moved the llc to va ina modification to that loc account was submitted to a local va bbt manager it contained a forgery of my signature and it was not witnessed by the bank manager that i signed it in front of her unfortunately it was my then wife that forged my signature and she had no authority to do so she then had her dad take it to the bank and he presented it to her and designated himself as a managing authority in the business and executed a renewal of the line of credit the same day onwith my business as the borrower this was for anote once he got away with this as the only signer on this note inhe up this toall this using my business name llc that even by the records pulled by the bank from the scc inshowed that there was onlymember manager and that would be me they both had devised a plan to lock me away from my own company and did so through this loc account and additional depository accounts they set up prior tofor the business they used these accounts to move depository fund of my business to them and her dad had the statements going to his home address he then began to write checks to cash to himself it was small biweekly amounts at first and grew over the years since i traveled all over the us and overseas for lengthy periods i was not aware or privy to have any insight into these accounts as i was not listed on any of them in april ofi discovered the cash checks from accounts i did not recognize it was during tax time and the wife was entering in stuff for the taxes when i pulled her book around and started to flip through it she herded it away and said i got to get these taxes done i said wait what these cash checks here for she said i dont need to explain anything to you i said well im taking this book to copy it and began to walk out the door she ran out in front of me got in my truck and took the keys out and said you are not leaving anywhere with these book they are to stay in the office i said fine ill go to the bank and get them so off to bbt i went my company mind you i walked in and asked the bank manager for all the account records in my company name frompresent he said im sorry i cant give them to you because you are not a signer on any of them i said what are you talking about its my company and im the owner i want the records that was inand its taken meyears to get anything from this criminal bank they know good and well what was happening and have been trying to cover it up ever since the people involved in this scam have even held my son from me at gun point they are all grasping at straws to try and get me to blow my top this bank is also at the very root of all this they have tried to blackmail me into signing a release of liability that i never saw of courseview more","joy","negative"
"went to my local bbt bank today to withdraw a few hundred dollars from an overseas account to save time i used their atm counting my money i realized the machine had shorted megoing in to the bank to let them know i expected the issue to be dealt with shortly but i should have known better after overyears in the us the complete and utter lack of customer service and sheer incompetence from us banks can still shock me i was told that it might be cleared up as the machine was counted at the end of the week excuse me what kind of a bank does not balance its atm nightly first off then when i showed them my card i was told that since it was an international card i would have to call visa international myself and talk to them i have never been so floored in my life it was their machine that malfunctioned and they are telling me to call the bank that had issued the card to fix the problem so does this mean that the next time harris teeter charges me the wrong price for grapes bbt will take care of the problem instead of harris teeter visa didnt make a mistake their atm machine did if they want to try and get reimbursed from visa or the maker of the machine or whomever that certainly is not my problem their machinery was faulty and they need to be responsible for it i know were not talking large sums of money here but this was the straw that broke the camels back with this bank convenient or not the sheer incompetence and lack of service from these people are mind boggling this would never happen in a real bankview more","joy","negative"
"recently recommended a friend to bbt and when they created his account they told us the incorrect amount of time for his funds availability we went back in to file a complaint and after speaking with kevinwe thought our problems were solved little did we know that he was upset that we complained about their lack of customer service and issues so about a week later he canceled both my bank account and my friends i was just about to transfer tens of thousands of dollars from suntrust and bank of america too glad i didnt start relying on bbt full time or i would have been without my money for a couple weeks while the closed account check came to the house kevinis a snake who lies straight to your face how anybody can trust this branch is beyond me they certainly have lost my entire familys support as well as anybody else who will listen to me i will be filing complaints with the bbb and bbt national how dare anyone deletes my account when i never broke any company policies kevinshould be fired immediately","joy","negative"
"y bank bbt through which i have a loan lost the original title to my mobile home i am now trying to sell the home but i am in limbo because the original title cannot be found what can i do does anyone have a similar experience any help would be greatly appreciated","joy","negative"
"am fed up with bbt banking practices they continue to switch the order of incoming transactions in order to charge fees example i went out of town and hadin my account i chargesmall amounts on my debit card coffee gas lunchetc it should have been no problem apparently that night a check came into my account forinstead of just charging the oneinsufficient fee or just returning it they switched the transactions around making my account negative byand then on top of that charged mein insufficient fees but all those transactions were fine when i made them the bank waiteddays before posting those transactions so they can make money it is disgusting that these wealthy banks make their money on the backs of citizens that have a very limited income the exact people who dont have the money to pay these fees are preyed upon the problem is all banks do this they must pass a federal law to stop this its criminal","disgust","negative"
"bt branch in matthews ncprewarned counted outdollars twice all in hundredsof them made my deposit from the drive thru window and im told i was shorti said are you sure she informed me she counted it twice ok i figure my wife grabbedfor groceries when i got home she said no then i realized i counted this money like four times before leaving the house where did thedollars go called the bank next day no overage mywas gone about five months later i was with a neighbor and was making a deposit at the same bank i told her the story and we both counted outdollars in alldollar bills it was about decand i told the teller same one that got me last time here is your christmas bonus she counted the money and said thank you and send me my deposit tickethalfway out of the bank driveway i seenoton the ticket she never said a word pinchedbill and handed me my deposit lessbucks i march into the bank with my friend and demand an answer right now she turns beet red and closes her draw and says i can tell ya inminutes whoa she is waving abill like a kid in a candy store saying she found it twice this happens i reported it to bbt after looking into it im informed she even missed protocol by not saying a word and changing my depot ticket heard nothing more this was the first irregularity at this bank it just keep on coming this bank also loves holding your money im about to bounce a check so sat morning i go online to transferfrom savings into checking and it tells me to click on a date well sat was no good best we could do was transfer money on mondays date myand i cant transfer online on saturday wtf i go to my other online bank whom is k richer and transferbucks on sat with no problems movedout of those crooked hands halloween day you have been warnedview more","joy","positive"
"deposited my father irs check k into my account i know it wasnt in my name and they put it in hold i walked into the bank and show my fathers drivers license and ssn they told me they wanted more info a passport they said they returned the irs check it was around mid aprilnow is november and still i havent seen that money my father already contacted the irs and they told him to check with the bank and the bank to check with the irs i seriously will not recommend thanks god i have wells fargo and bank of america","sadness","negative"
"this is by far the worst bank ever the customer service itself is garbage you call them and try to be nice to discuss a problem and they act so stupid they cant even provide a legitimate answer or a way to actually fix it all their hidden fees they have for nonsense is also stupid the only positive thing i can say about themwait there is none do not get a card from this garbage company if you care about your moneythats my only word of adviceadsbygooglewindowadsbygooglepushparams googleadchannel googleadclient capubgoogleadtype textgoogleoverrideformat truegooglecolorlink bagooglecolortext googlecolorbg fffgooglecolorurl","surprise","negative"
"charge a return feetried to tell me that the address was wrong was not wrong for the year early was not wrong on savings was not wrong on loanonly on checking and they had the nerve to tell me the post office charged the fee the fee was returned statement feeadsbygooglewindowadsbygooglepushparams googleadchannel googleadclient capubgoogleadtype textgoogleoverrideformat truegooglecolorlink bagooglecolortext googlecolorbg fffgooglecolorurl","joy","negative"
"i have had several disappointing acts happen with bbt we just payed off ouryear loan in august that was to have disability insurance on it and i believe we were robo papered when we signed our loan to say the least there was never any disability on the loan but was at the time we signed our loan we made it very clear that we wouldnt sign a loan without disability insurance and even changed to ayear loan instead ofyear because they only offered it on ayear loan so afteryears of making all loan payments never being late paying off the loan having never bounced a check from our checking account and never late on payments on our bbt credit card i applied for a loan to pay off our credit card debt and was turned downso i am closing my account and will find a way to pay off my bbt credit card so thats the thanks you get for being a loyal customer to bbtadsbygooglewindowadsbygooglepushparams googleadchannel googleadclient capubgoogleadtype textgoogleoverrideformat truegooglecolorlink bagooglecolortext googlecolorbg fffgooglecolorurl","sadness","negative"
"made a deposit on octoberand confirmed with the teller my funds would be available the next day a check i wrote was returned and i was chargedwhen the money was in the account this is an awful bank i was wrong to ever open a personal account there as i have a joint account with chase and have never had a single issue i am going today after work and closing this account on this site you are required to give at least one star to submit your review i would give them minus stars if that was an option horrible awful bank and customer service","fear","negative"
"bbt bank charged insufficient funds fees on transactions when money was in the account to cover these charges with their outrageous fees ofeach it caused another item to be returned which they charged anotherand i now have to pick up that check and pay that business fee they say they have an intelligent system and its always finding new and creative ways to steal your money if we take someones money without their permission we would be arrested guess it doesnt work the same in big business as it does for the average consumer","fear","negative"
"i went to the drive thru lane of bbtcromwell in norfolk va onatpm i desired making a checking account deposit using my check card because i did not have my checkbook with me i sent in the money but miscounted and told the teller it wasthe teller told me it was actuallyshe counted the money twice and said yes it isi thanked her for her honesty she sent me the transaction receipt which clearly showsi then recalled sending in fourbills and fourbills i apparently was counting the fourbills asi amyears old and was upset at not having my checkbook with me so i miscountedoni went online to my bbt checking account there i saw adeposit instead of mydeposit there was a teller filledout receipt withas the deposit i telephoned the bbt cromwell and began telling the person who answered the phone and she quickly interrupted me and stated that when the teller who assisted me counted her money at the end of the day she was one hundred dollars short so she figured it had to be my deposit i told her i watched her count my money twice and it wasand that is on my receipt her exact words well maam if she was short of one hundred dollars it had to be from your account i said no you all concocted this scheme because initially i mistakenly said my deposit wasbut i realized that my deposit wasi truly believe the teller pocketed theafter the fellow tellers told her how stupid she was to have told me the truth i contacted a number that i believed to be headquarters but now i believe my call went to the local bbtcromwell branch because the young lady said it was nothing that could be done and why had i waited so long to call i inquired as to why no one had contacted me when they decided to change my deposit i requested to talk to a supervisor and was told that the supervisor was not coming to the phone because they do not deal with money depositsonly the local bank i informed i would be closing my accountsmy sister informed me that she had a number to contact bbt with customer problems i contacted that number and gave my complaint they were not aware of an earlier complaint so just as i thought i was not speaking with headquartersonly the local cromwell office i was informed someone would be getting in touch with me regarding the complaint i was never told that when i registered my initial complaintconsumers need to know that even when your deposit receipt shows an amount bbtcromwell can create a new deposit with less money and never inform you where is the new transaction receipt withnowhere because it wasand i have that receipt i have been with bbt for over twenty years and have never experienced anything like this i do not steal and i detest thievesview more","anger","negative"
"reallyit looks like we have another bank of america on our hands i was hitoverdraft charges for what i dont know i have not used any funds that was not available to me i have been trying all morning to find out what the problem is however i have been on hoooooooooooold for over an hour ridiculous i can only guess at what the overdraft fees are for but i dont know why all funds were available at the time of purchase and two other transactions posted monthly and funds were again available i have been dealing with trying to figure out my account which i shouldnt have to do because there always seems to be some type of problem with them they are the worst ever bank in the world they are money hungry they dont give you anything for banking with them i hate them i just wanted to vent for a moment because i am still on freaking hold","anger","negative"
"went to a new doctors office today went to pay the copay ofwith the bbt debit card declined stopped at afor gas in the same town declined without even an amount posted after spending more thanminutes of the phone with bbt result was because i was not in my normal purchase areathey put the card on hold status wow this town wasmiles away","unknown","neutral"
"have copies of adollar check plus copies of several other checks fordollars eachfront and back that were deposited in bbt banks somewhere in south carolina the reverse side clearly shows bbts logo i have never had an account at any bbt bank i sent copies to the north carolina banking commission in raleigh these checks were deposited in someone elses account who is a women oh by the way i am a man these checks were stolendeposited in someone elses account at bbt when i spoke with someone at bbt they told me i was out of luck i spoke with a women at the fdic she gave me a number for the cfpb","unknown","neutral"
"honestly everyone who is on here complaining sounds like an idiot you signed the contract so long as you abide by the contract there should be no issue you agreed to the interest rate if you read before you sign you wouldnt have all these issues i read my contract before i signed it and i am quite happy seeing as i knew what to expect i find the customer service to be wonderful and they are always very helpful i have had a same as cash loan in the past and something similar happened to me where their statements showed a much different balance and it showed interest they explained to me that it simply shows it that way so that you dont have to pay all the interest up front before you hit principal if you miss your sac date ok so if they stick to the contract but the statement shows something different who cares yes my interest rate is rather high but i did sign a document agreeing to it and if for any reason i should fall behind although i would appreciate it if they worked with me if they have to sue me or anything like that that is their legal right dont sign a contract for something you cannot afford and then expect that company to just let you get away with it come on people think and as i said read before you signview more","joy","neutral"
"this bank is horrible today will be my last day using this bank i made acash deposit on tuesday they held my cash deposit until wednesday night and then ran a check forcheck wednesday night before posting my deposit which of course caused a nfs fee ofwhen i called the customer service line and got amy she said and i quote too bad that is our policy and i cant help you","fear","negative"
"ni attempt to wireto my landlord for rent oni receive an email from bbt saying the transaction was blocked i call bbt atam onand after a minute hold am told wire transfers to a rd party an account in someones name other than your own is not allowed i state i will go pay the bill in person at the bank if the original transaction is in fact going to be cancelled i am repeatedly assured the wire foris cancelled and cannot be withdrawn from my account i pay thein person at the bank with my debit cardthe evening ofthe wire transfer to a rd party which is not allowed by bbt goes through for the amount ofthis results in aoverdraft from my account i am charged aoverdraft fee i call bbt on the morning ofatam after a minute hold i am assured this is banking error and will receive my funds byamatam oni call bbt again due to my funds still not being in my account after a minute hold i am assured they will be in my account oni ask to speak to a supervisor kellysupervisor tells me this is not banking error and will not refund my money i argue my case and she says she will research the phone calls and then consider refunding my money she says the funds will be in my account onor maybe on i am now going on my th consecutive day with negativein my account for four days i have been unable to buy gas groceries lunch at work all due to the inadequacy of this bank if i could sue them i would think twice before signing up for bbt charging an overdraft fee due to their own error and not refunding it is a passive burglary even when i get paid onat best my account will be back to an evenleaving me again no moneyview more","sadness","negative"
"y debit card expired i do not use checks nor do i drive i am without a phone and having to wait on paying bills i am on disability and its hard for me to get to places customer service is below average and i will be switching banks taking classes online and i dont know if they have tried to call me or not","sadness","negative"
"e used to bank with bank atlantic which later became bbt the bank has lostof my deposits two separate times and found them weeks if not months later they also agreed to give us a feefree trust account for our escrow the frec florida real estate comm has strict laws which prevent fees from being debited from trust accounts we were promised that this was taken care of yet the bank keeps making repeated errors as ofwe are leaving bbt and going to a smaller private bank where we are considered a client and not just a number we hated our experience with bbt and would never recommend them to anyone","joy","neutral"
"ent shopping on friday afternoon for start ofschool year with daughter had alunch and went to justice clothing store and rang upin clothing only to have the card declined told clerk to run it again as i was sure there was money in the account and declined again embarrassing called bbt and afterminutes on hold they informed me it flagged as possible fraud so let me get this straight its unusual to grab a bite and do some shopping on a friday afternoon on what planet after anotherminutes on the phone i was told block was cleared and to have a nice day and ended call clerk swiped card again only to have it declined again never should have hung up the call until transaction completed back on the phone forminutes this time i learned and would not drop call until transaction was clearedhour andminutes later i left store with goods one week later today i attempted to send money to a friend in need via western union only to go through the entire fiasco again currently on hold for the same minute duration this will most likely play out the same way except now my friend cant get to the bank into time to deposit cash bbt used to call me and verify questionable purchases with an automated attendant i have never had a fraud claim with bbt and only one time has my card been compromised by a scanner at a gas pump with my previous credit union for the tune ofokminutes in and i was given the ok to run the card and it was declined again instant replay of previous weekend but this time i kept the attendant on line she is now on with fraud protection and i am on hold again ridiculous ok have been told to run the card again and it went thru total duration to use my cardminutes phone support and fraud protection is my only gripe i know everyone at my bank and have a gotoguy so i dont get many problems although before i found an employee that knew what was going on i had some real problems when it was bank atlantic good luckview more","joy","negative"
"ve had numerous issues i set up checking and savings accounts over two years ago i had to request my debit card twice before it arrived over a month later during this time i had to go to california for four weeks and when i explained my salary was direct deposited into bbt and i had no access to these accounts the bbt representative told me there was nothing i could do i went as far as to request a card to be overnighted to my employers address in california and that i was willing to pay the overnight shipping fee and was told no i presumed the card had been mailed to my address while i was on business which was not the case when i returnedas i said earlier i opened my checking account over two years ago and ordered checks i never received the checks after three requests i eventually needed the checks to pay bills when i went to the branch for a cashiers check and explained my problems i was still told there would be afee to prepared a cashiers checki enrolled in online statements over six months ago as i was having issues receiving mail and was being chargedreturn statement fees after reviewing my accounts i discovered there was overin return statement fees i called the bbt hotline and waited overminutes and was told from a representative who i barely understood that there was nothing she could do and that she had requested an account resolution specialist to return my phone call and to expect a call inbusiness days what the heck it has been over a month and ive yet to receive that callthis was my last straw i made adomestic wire transfer from a checking account from another financial institution i received a receipt for successful receipt of the wire i noticed the transfer did not post and my account was overdrafted rather than attempt to deal with these clowns on the phone or local branches i thought i would wait for my paycheck to be deposited and pay the overdraft fee i checked my account today and the transfer never posted and transactions continued to post on my account i specifically requested not to use overdraft protection my account balance was in the negative by overandin overdraft fees the wire transfer apparently never posted on the bbt account however the wire was never returned now i am missingand have overin fees i called bbtand waited almost an hour before i actually reached a human i explained what had happened to the representative and was told the wire department was closed until monday and that i would need to call back this was very unprofessional in my opinion and she should have at least passed my contact information on to the appropriate employees i explained i was very frustrated and disappointed in the situation and that if there was anything she could do to attempt to help me it would be greatly appreciated she made no attempt to help me this is the last straw with these clowns i regret ever opening accounts with these people i thought wells fargo was bad but this is terrible service even if the most recent situation is resolved i will be closing all accounts bewarestay away from this bankview more","joy","negative"
